Cell,lon,lat
Cell2685,112.57612,31.179075
Cell2686,112.5762,31.173588
Cell2687,112.57972,30.714987
Cell2688,112.5807,31.203804
Cell2689,112.5819,30.16786
Cell2690,112.58422,30.992228
Cell2691,112.58505,31.21244
Cell2692,112.58909,31.16511
Cell2693,112.59323,31.010693
Cell2694,112.593285,31.231358
Cell2695,112.60122,30.991196
Cell2696,112.60316,32.31001
Cell2697,112.60355,31.42111
Cell2698,112.60432,30.997025
Cell2699,112.609116,30.615303
Cell2700,112.610176,31.181074
Cell2701,112.612376,31.124769
Cell2702,112.61391,30.80615
Cell2703,112.614948,31.120822
Cell2704,112.62262,31.21057
Cell2705,112.63721,31.289968
Cell2706,112.6568,30.86327
Cell2707,112.68448,31.599352
Cell2708,112.68531,30.99483
Cell2709,112.713234,32.08228
Cell2710,112.71325,32.08234
Cell2711,112.73214,32.107845
Cell2712,112.73548,32.10431
Cell2713,112.74547,32.090252
Cell2714,112.7457,31.372757
Cell2715,112.7478,32.15956
Cell2716,112.75055,32.142372
Cell2717,111.979836,31.832537
Cell2718,111.99827,31.809143
Cell2719,111.999405,31.693602
Cell2720,112.01204,32.084114
Cell2721,112.01833,30.607775
Cell2722,112.02143,30.33405
Cell2723,112.02154,30.215048
Cell2724,112.02641,32.030537
Cell2725,112.03214,32.022846
Cell2726,112.03578,31.685097
Cell2727,112.04041,31.588318
Cell2728,112.044104,31.398171
Cell2729,112.069902,30.044551
Cell2730,112.074532,31.944389
Cell2731,112.07502,31.066044
Cell2732,112.082664,31.941797
Cell2733,112.083984,29.693342
Cell2734,112.08817,29.853533
Cell2735,112.08925,30.991032
Cell2736,112.09273,31.948032
Cell2737,112.09399,31.961977
Cell2738,112.103264,32.311382
Cell2739,112.111,29.995937
Cell2740,112.1214,30.726212
Cell2741,112.12323,30.966816
Cell2742,112.127396,31.712364
Cell2743,112.13555,31.707989
Cell2744,112.137856,29.704987
Cell2745,112.15205,30.943933
Cell2746,112.16676,29.66311
Cell2747,112.16787,29.66933
Cell2748,112.1829,30.357635
Cell2749,112.18463,30.671244
Cell2750,112.192795,30.105707
Cell2751,112.19809,30.075478
Cell2752,112.2011,31.721922
Cell2753,112.2039,30.060398
Cell2754,112.20497,30.068813
Cell2755,112.20574,30.192236
Cell2756,112.20885,31.173979
Cell2757,112.210594,30.060408
Cell2758,112.21418,31.25948
Cell2759,112.21619,31.130047
Cell2760,112.21678,30.05853
Cell2761,112.219765,30.060612
Cell2762,112.221214,31.640707
Cell2763,112.222145,31.727364
Cell2764,112.223335,30.288828
Cell2765,112.22764,31.705784
Cell2766,112.231636,31.701391
Cell2767,112.23316,30.344175
Cell2768,112.23395,31.492386
Cell2769,112.23798,31.480572
Cell2770,112.23816,32.261845
Cell2771,112.24744,31.669828
Cell2772,112.25746,31.290773
Cell2773,112.26255,30.452333
Cell2774,112.26411,30.046316
Cell2775,112.265335,31.703848
Cell2776,112.27939,30.064285
Cell2777,112.28241,30.084944
Cell2778,112.282616,30.08041
Cell2779,112.28553,31.736626
Cell2780,112.28611,30.06225
Cell2781,112.28834,31.706907
Cell2782,112.28845,31.760584
Cell2783,112.288574,31.580936
Cell2784,112.296974,31.434116
Cell2785,112.297035,31.6499
Cell2786,112.30467,30.164892
Cell2787,112.31153,32.16752
Cell2788,112.31337,29.72755
Cell2789,112.32342,30.092947
Cell2790,112.34251,29.685503
Cell2791,112.35465,30.072668
Cell2792,112.35494,30.08095
Cell2793,112.357704,29.675331
Cell2794,112.365135,31.990667
Cell2795,112.36739,32.310757
Cell2796,112.36742,32.310795
Cell2797,112.37252,32.188374
Cell2798,112.374954,29.68259
Cell2799,112.3752,29.69804
Cell2800,112.37627,30.082
Cell2801,112.38258,30.518805
Cell2802,112.38335,29.701782
Cell2803,112.38462,30.073376
Cell2804,112.384796,32.306717
Cell2805,112.3848,30.056143
Cell2806,112.38775,29.66324
Cell2807,112.39517,30.048277
Cell2808,112.39735,30.356598
Cell2809,112.401634,30.044043
Cell2810,112.4044,31.002773
Cell2811,112.406975,30.03895
Cell2812,112.40922,30.178125
Cell2813,112.4097,30.073486
Cell2814,112.41095,30.06335
Cell2815,112.415306,31.294939
Cell2816,112.4214,32.25741
Cell2817,112.421646,30.026209
Cell2818,112.4233,29.729643
Cell2819,112.42533,29.71612
Cell2820,112.42938,29.709366
Cell2821,112.431496,30.04137
Cell2822,112.43315,32.296932
Cell2823,112.437996,30.043558
Cell2824,112.43803,30.043533
Cell2825,112.43809,30.084988
Cell2826,112.44039,30.032658
Cell2827,112.44741,32.11227
Cell2828,112.450264,31.514229
Cell2829,112.45554,31.968142
Cell2830,112.46214,29.948296
Cell2831,112.47985,32.35494
Cell2832,112.48084,31.46682
Cell2833,112.48788,29.724802
Cell2834,112.48936,29.773094
Cell2835,112.493225,30.99192
Cell2836,112.496864,31.759417
Cell2837,112.49768,29.832827
Cell2838,112.500824,30.98263
Cell2839,112.506256,29.85438
Cell2840,112.50626,29.854404
Cell2841,112.50848,30.98161
Cell2842,112.52461,30.696156
Cell2843,112.528114,29.980558
Cell2844,112.54008,30.697067
Cell2845,112.54804,29.981949
Cell2846,112.56357,29.860905
Cell2847,112.57132,30.591816
Cell2848,112.57147,31.15781
Cell2849,112.57297,30.69506
Cell2850,112.57326,30.717663
Cell2851,112.573639,30.703337
Cell2852,112.57656,30.70846
Cell2853,111.96935,30.558332
Cell2854,111.9706,30.567219
Cell2855,111.97079,30.740772
Cell2856,111.97184,32.214554
Cell2857,111.99107,31.68152
Cell2858,112.00175,30.817385
Cell2859,112.0032,31.817202
Cell2860,112.00989,31.985504
Cell2861,112.01066,32.018402
Cell2862,112.01391,32.0241
Cell2863,112.01664,30.355692
Cell2864,112.021416,30.334026
Cell2865,112.026405,32.03053
Cell2866,112.03586,31.685036
Cell2867,112.0443,31.68929
Cell2868,112.047325,30.214672
Cell2869,112.047325,30.214697
Cell2870,112.04954,32.335205
Cell2871,112.07077,30.438406
Cell2872,112.083115,29.903551
Cell2873,112.090034,29.861307
Cell2874,112.09006,29.861315
Cell2875,112.09192,31.94091
Cell2876,112.09275,31.948015
Cell2877,112.10558,30.401989
Cell2878,112.11475,32.182156
Cell2879,112.12652,30.394783
Cell2880,112.13244,32.325146
Cell2881,112.133766,30.460356
Cell2882,112.13642,30.175385
Cell2883,112.13827,31.844843
Cell2884,112.15395,29.941948
Cell2885,112.16206,31.852793
Cell2886,112.17315,29.988075
Cell2887,112.18957,30.098972
Cell2888,112.197174,30.059937
Cell2889,112.20165,30.044287
Cell2890,112.203964,29.921991
Cell2891,112.20633,30.051138
Cell2892,112.210594,31.632538
Cell2893,112.210724,30.05348
Cell2894,112.21346,30.282568
Cell2895,112.218994,31.713093
Cell2896,112.22215,31.799498
Cell2897,112.2225,31.239697
Cell2898,112.22354,31.250132
Cell2899,112.2248,32.015945
Cell2900,112.22837,32.031734
Cell2901,112.232895,31.797102
Cell2902,112.233154,30.056072
Cell2903,112.23387,31.788054
Cell2904,112.239624,30.042225
Cell2905,112.24748,30.283293
Cell2906,112.252785,30.04795
Cell2907,112.26467,30.051702
Cell2908,112.26533,31.703857
Cell2909,112.26708,31.696283
Cell2910,112.269196,31.582838
Cell2911,112.2692,31.58282
Cell2912,112.269615,30.556017
Cell2913,112.272255,30.032103
Cell2914,112.277596,31.58012
Cell2915,112.28241,30.08494
Cell2916,112.2848,32.158455
Cell2917,112.28487,32.15841
Cell2918,112.285904,31.278774
Cell2919,112.29375,29.761318
Cell2920,112.29883,30.015602
Cell2921,112.299835,30.050663
Cell2922,112.303215,31.447596
Cell2923,112.30529,29.755266
Cell2924,112.30779,30.09271
Cell2925,112.3122,32.115036
Cell2926,112.31338,29.727533
Cell2927,112.33052,29.748194
Cell2928,112.331085,30.994665
Cell2929,112.345505,29.778877
Cell2930,112.34603,29.846209
Cell2931,112.34722,30.085426
Cell2932,112.35528,32.17389
Cell2933,112.36467,30.073893
Cell2934,112.37491,29.682615
Cell2935,112.37704,30.514912
Cell2936,112.38084,30.524492
Cell2937,112.383995,29.677057
Cell2938,112.38726,31.916477
Cell2939,112.391106,30.067215
Cell2940,112.39117,30.067171
Cell2941,112.39695,29.692503
Cell2942,112.40061,31.676735
Cell2943,112.40459,30.058935
Cell2944,112.40459,30.058947
Cell2945,112.405975,30.043665
Cell2946,112.40894,29.72898
Cell2947,112.41159,29.738794
Cell2948,112.41371,29.695507
Cell2949,112.42074,30.038792
Cell2950,112.42102,29.602962
Cell2951,112.42172,30.026245
Cell2952,112.429825,30.034632
Cell2953,112.43042,30.02619
Cell2954,112.433642,29.732174
Cell2955,112.44775,29.749535
Cell2956,112.4478,29.749517
Cell2957,112.450356,29.731716
Cell2958,112.456985,30.389292
Cell2959,112.47152,29.842619
Cell2960,112.49684,31.759453
Cell2961,112.499245,30.612766
Cell2962,112.50553,31.744972
Cell2963,112.50832,30.622553
Cell2964,112.5226,29.97456
Cell2965,112.52816,29.980448
Cell2966,112.5409,29.901312
Cell2967,112.54602,31.056421
Cell2968,112.54919,32.218113
Cell2969,112.55224,31.284342
Cell2970,112.55772,30.677261
Cell2971,112.55908,30.693993
Cell2972,112.56304,30.462759
Cell2973,112.56849,29.652214
Cell2974,112.56925,31.151754
Cell2975,112.573524,29.692123
Cell2976,112.573814,32.201153
Cell2977,112.57615,31.179075
Cell2978,112.58979,31.177128
Cell2979,112.59151,31.19111
Cell2980,112.59164,30.994959
Cell2981,112.59165,32.06002
Cell2982,112.59766,29.89697
Cell2983,112.60124,30.991179
Cell2984,112.60124,30.99118
Cell2985,112.609116,30.615292
Cell2986,112.61016,31.181084
Cell2987,112.61019,31.181076
Cell2988,112.619415,31.111609
Cell2989,111.99109,31.681492
Cell2990,111.991905,32.047565
Cell2991,111.9963,32.03426
Cell2992,111.99939,31.693584
Cell2993,112.00329,31.817213
Cell2994,112.01205,32.08413
Cell2995,112.032166,32.022858
Cell2996,112.052216,32.054424
Cell2997,112.05523,32.061924
Cell2998,112.069725,29.898726
Cell2999,112.072136,29.916151
Cell3000,112.07503,31.066032
Cell3001,112.08039,30.993023
Cell3002,112.084,29.693373
Cell3003,112.10716,31.715513
Cell3004,112.1082,30.515594
Cell3005,112.13088,30.062012
Cell3006,112.13154,31.863054
Cell3007,112.13154,31.863087
Cell3008,112.13154,31.863092
Cell3009,112.132484,32.32511
Cell3010,112.13829,31.844788
Cell3011,112.14953,30.05146
Cell3012,112.16014,29.786297
Cell3013,112.160194,29.786331
Cell3014,112.171394,30.046446
Cell3015,112.17791,30.537445
Cell3016,112.192505,30.983397
Cell3017,112.20167,30.044321
Cell3018,112.20492,30.268963
Cell3019,112.20644,30.051163
Cell3020,112.21054,30.060362
Cell3021,112.21677,30.058508
Cell3022,112.22151,31.677313
Cell3023,112.222725,31.847378
Cell3024,112.22334,30.288841
Cell3025,112.224754,30.0469
Cell3026,112.228355,32.031693
Cell3027,112.22888,31.84179
Cell3028,112.23209,29.700384
Cell3029,112.23523,29.834743
Cell3030,112.235306,29.834713
Cell3031,112.242165,30.056803
Cell3032,112.24673,30.026802
Cell3033,112.26531,31.703857
Cell3034,112.269615,30.55602
Cell3035,112.27607,31.713469
Cell3036,112.27677,30.42371
Cell3037,112.279144,30.555967
Cell3038,112.28192,31.711191
Cell3039,112.285675,31.44478
Cell3040,112.28591,31.27874
Cell3041,112.289665,31.451021
Cell3042,112.294716,30.157848
Cell3043,112.29698,31.434124
Cell3044,112.299866,30.050652
Cell3045,112.304695,30.164892
Cell3046,112.312195,32.115032
Cell3047,112.31337,29.727556
Cell3048,112.324524,30.076492
Cell3049,112.33108,30.994673
Cell3050,112.35353,32.16077
Cell3051,112.355385,30.089422
Cell3052,112.36706,29.7024
Cell3053,112.36726,29.691607
Cell3054,112.37373,32.19744
Cell3055,112.37397,30.074013
Cell3056,112.37439,30.529442
Cell3057,112.37439,30.529444
Cell3058,112.37994,29.644789
Cell3059,112.38336,29.701797
Cell3060,112.38877,31.688711
Cell3061,112.39093,30.087763
Cell3062,112.39111,30.067223
Cell3063,112.39643,32.19031
Cell3064,112.39976,30.073635
Cell3065,112.40058,31.676725
Cell3066,112.40163,30.044006
Cell3067,112.404976,29.701355
Cell3068,112.40675,30.03346
Cell3069,112.408066,29.674778
Cell3070,112.41459,29.726759
Cell3071,112.417244,30.031538
Cell3072,112.42376,31.297276
Cell3073,112.43659,32.29212
Cell3074,112.43931,29.669773
Cell3075,112.44527,30.082531
Cell3076,112.44966,30.018507
Cell3077,112.45049,29.720654
Cell3078,112.4568,31.982616
Cell3079,112.45908,32.305298
Cell3080,112.46214,29.948307
Cell3081,112.46214,29.948313
Cell3082,112.46244,31.467829
Cell3083,112.46299,30.011297
Cell3084,112.51403,32.093643
Cell3085,112.52436,30.685303
Cell3086,112.53063,30.962662
Cell3087,112.530655,31.158466
Cell3088,112.53084,31.168535
Cell3089,112.54092,29.901312
Cell3090,112.545456,30.689007
Cell3091,112.54561,29.654488
Cell3092,112.54754,31.242464
Cell3093,112.55992,31.10288
Cell3094,112.56301,32.201473
Cell3095,112.56533,31.917614
Cell3096,112.56922,31.151743
Cell3097,112.57119,31.178265
Cell3098,112.571465,31.157787
Cell3099,112.57149,31.157799
Cell3100,112.5746,30.686527
Cell3101,112.578766,32.194096
Cell3102,112.58008,31.236086
Cell3103,112.58037,31.151358
Cell3104,112.58213,30.695978
Cell3105,112.58219,31.166452
Cell3106,112.5839,31.175936
Cell3107,112.58625,30.709757
Cell3108,112.58671,32.04522
Cell3109,112.589645,31.153532
Cell3110,112.590225,31.143547
Cell3111,112.59054,32.07277
Cell3112,112.59328,31.010702
Cell3113,112.5997,31.045961
Cell3114,112.601494,31.136389
Cell3115,112.60315,32.309982
Cell3116,112.6038,31.107164
Cell3117,112.607704,32.073544
Cell3118,112.61076,31.422092
Cell3119,112.61198,31.10991
Cell3120,112.616196,31.449312
Cell3121,112.61682,31.116987
Cell3122,112.6263,31.099777
Cell3123,112.633644,30.06708
Cell3124,112.649254,31.949623
Cell3125,111.91891,31.704538
Cell3126,111.919945,30.890995
Cell3127,111.91996,30.891003
Cell3128,111.92733,30.696995
Cell3129,111.95901,31.71131
Cell3130,111.963165,30.42024
Cell3131,111.97075,30.740751
Cell3132,111.99412,31.829424
Cell3133,111.99941,31.69359
Cell3134,112.00242,30.26707
Cell3135,112.0082,31.070612
Cell3136,112.010254,31.675936
Cell3137,112.01066,30.052917
Cell3138,112.01069,32.01844
Cell3139,112.015175,31.685081
Cell3140,112.02285,32.01995
Cell3141,112.040405,31.588345
Cell3142,112.05629,31.040972
Cell3143,112.06399,30.993765
Cell3144,112.075096,30.590004
Cell3145,112.08093,30.258324
Cell3146,112.0827,31.941757
Cell3147,112.0858,31.95369
Cell3148,112.08675,30.981108
Cell3149,112.09192,31.940914
Cell3150,112.11106,31.03005
Cell3151,112.12028,32.05524
Cell3152,112.12661,31.811062
Cell3153,112.13265,32.306664
Cell3154,112.13799,32.31577
Cell3155,112.13829,31.844837
Cell3156,112.149445,30.051441
Cell3157,112.160736,30.048586
Cell3158,112.17318,29.988176
Cell3159,112.17848,30.867805
Cell3160,112.18211,30.54458
Cell3161,112.18294,31.63087
Cell3162,112.18463,30.671242
Cell3163,112.19972,29.699272
Cell3164,112.213326,30.041264
Cell3165,112.21348,30.28251
Cell3166,112.21402,31.144909
Cell3167,112.21736,30.04609
Cell3168,112.22271,31.823563
Cell3169,112.222725,31.847403
Cell3170,112.22835,32.031715
Cell3171,112.228874,31.841776
Cell3172,112.23204,29.700432
Cell3173,112.23461,30.08442
Cell3174,112.23524,29.834734
Cell3175,112.23798,31.480574
Cell3176,112.2419,31.706251
Cell3177,112.24221,30.056803
Cell3178,112.24672,30.026814
Cell3179,112.248085,31.488337
Cell3180,112.25208,30.191694
Cell3181,112.257416,31.290829
Cell3182,112.259346,31.6867
Cell3183,112.260506,31.931948
Cell3184,112.26918,31.582785
Cell3185,112.269615,30.556019
Cell3186,112.27576,31.686308
Cell3187,112.27677,30.423712
Cell3188,112.27941,30.064268
Cell3189,112.2827,32.141582
Cell3190,112.28581,31.054436
Cell3191,112.288475,31.760561
Cell3192,112.29356,30.408312
Cell3193,112.296974,32.15231
Cell3194,112.2989,30.015785
Cell3195,112.300224,30.058022
Cell3196,112.30323,31.447578
Cell3197,112.31422,30.090496
Cell3198,112.31769,29.749088
Cell3199,112.326256,29.929384
Cell3200,112.33717,31.439928
Cell3201,112.35767,30.067377
Cell3202,112.35922,32.15483
Cell3203,112.36464,30.07393
Cell3204,112.36626,30.065254
Cell3205,112.36786,30.854671
Cell3206,112.37618,30.061821
Cell3207,112.39688,29.69251
Cell3208,112.39975,30.073658
Cell3209,112.40039,29.707397
Cell3210,112.40798,30.067383
Cell3211,112.40972,30.073532
Cell3212,112.414604,29.726742
Cell3213,112.41626,29.722656
Cell3214,112.41987,29.647947
Cell3215,112.42938,29.70937
Cell3216,112.432945,30.048393
Cell3217,112.43315,32.29698
Cell3218,112.436584,32.29215
Cell3219,112.45029,31.514223
Cell3220,112.45553,31.968138
Cell3221,112.48504,31.45963
Cell3222,112.50223,29.89547
Cell3223,112.50661,30.768824
Cell3224,112.51331,30.765928
Cell3225,112.520134,29.880676
Cell3226,112.53063,30.962664
Cell3227,112.53251,30.687916
Cell3228,112.539085,30.671219
Cell3229,112.54735,30.882008
Cell3230,112.547516,30.679602
Cell3231,112.548485,32.070236
Cell3232,112.56251,31.165552
Cell3233,112.56535,31.917616
Cell3234,112.576515,30.708433
Cell3235,112.57875,31.220448
Cell3236,112.58216,30.695969
Cell3237,112.58247,31.18216
Cell3238,112.5825,31.182243
Cell3239,112.5827,31.226881
Cell3240,112.5882,29.969664
Cell3241,112.58911,31.16512
Cell3242,112.590744,32.05164
Cell3243,112.591515,31.191088
Cell3244,112.59689,31.14455
Cell3245,112.598595,30.953768
Cell3246,112.60316,32.30999
Cell3247,112.60857,32.28037
Cell3248,112.61233,31.124784
Cell3249,112.612625,29.778938
Cell3250,112.61619,31.44929
Cell3251,112.633644,30.067059
Cell3252,112.6372,31.289967
Cell3253,112.641014,31.164734
Cell3254,112.665184,30.86667
Cell3255,112.70729,32.139767
Cell3256,112.7073,32.139774
Cell3257,112.71234,32.134773
Cell3258,112.71702,32.137657
Cell3259,112.73218,32.107872
Cell3260,112.73407,32.115257
Cell3261,112.01657,32.143406
Cell3262,112.01882,32.092667
Cell3263,112.01992,29.826088
Cell3264,112.01992,29.826132
Cell3265,112.02082,30.688435
Cell3266,112.07208,29.916183
Cell3267,112.07354,31.83776
Cell3268,112.08311,29.903555
Cell3269,112.08653,29.91274
Cell3270,112.08797,30.003988
Cell3271,112.12141,30.726212
Cell3272,112.127815,32.16395
Cell3273,112.136375,30.175415
Cell3274,112.15258,31.800407
Cell3275,112.16674,29.663136
Cell3276,112.16838,31.615532
Cell3277,112.178505,30.8678
Cell3278,112.18165,30.878263
Cell3279,112.18897,31.819443
Cell3280,112.18958,30.099028
Cell3281,112.19392,31.869843
Cell3282,112.19808,30.075468
Cell3283,112.19958,30.73674
Cell3284,112.20392,30.06038
Cell3285,112.20513,30.081017
Cell3286,112.20844,30.074938
Cell3287,112.21044,31.804064
Cell3288,112.2128,31.67866
Cell3289,112.2215,31.677347
Cell3290,112.223,31.963083
Cell3291,112.22867,31.805153
Cell3292,112.23463,30.084421
Cell3293,112.239044,31.662842
Cell3294,112.24213,30.056791
Cell3295,112.24726,31.686909
Cell3296,112.25137,30.054195
Cell3297,112.25279,30.047997
Cell3298,112.254234,31.709764
Cell3299,112.25741,31.29084
Cell3300,112.261433,29.754437
Cell3301,112.2776,31.580162
Cell3302,112.279236,30.556059
Cell3303,112.279366,32.15101
Cell3304,112.28252,30.080482
Cell3305,112.28603,30.062233
Cell3306,112.295006,31.444971
Cell3307,112.305115,31.747492
Cell3308,112.305176,29.971188
Cell3309,112.32031,30.058956
Cell3310,112.32103,32.141747
Cell3311,112.335526,31.488052
Cell3312,112.33953,29.712896
Cell3313,112.347145,32.15062
Cell3314,112.34718,32.15061
Cell3315,112.34719,30.08545
Cell3316,112.354675,30.072649
Cell3317,112.364685,30.073915
Cell3318,112.36739,32.310825
Cell3319,112.37777,31.730541
Cell3320,112.38123,30.365015
Cell3321,112.38216,29.685808
Cell3322,112.38354,32.19006
Cell3323,112.3846,30.073406
Cell3324,112.40001,30.09249
Cell3325,112.40155,30.038588
Cell3326,112.40532,31.010729
Cell3327,112.406944,30.038937
Cell3328,112.40695,30.038942
Cell3329,112.40875,30.185923
Cell3330,112.413475,30.987703
Cell3331,112.426735,30.055216
Cell3332,112.430504,30.026123
Cell3333,112.44626,32.29369
Cell3334,112.451515,31.563978
Cell3335,112.45694,30.389301
Cell3336,112.45911,32.305305
Cell3337,112.47271,32.10847
Cell3338,112.48504,31.459612
Cell3339,112.50721,31.754223
Cell3340,112.52261,29.974543
Cell3341,112.52599,30.106388
Cell3342,112.54755,31.242397
Cell3343,112.55224,31.284344
Cell3344,112.55389,30.724125
Cell3345,112.558655,30.68333
Cell3346,112.55906,30.694
Cell3347,112.560975,30.712022
Cell3348,112.562515,31.165548
Cell3349,112.56257,30.702204
Cell3350,112.56311,31.172592
Cell3351,112.567314,30.713745
Cell3352,112.56801,30.680698
Cell3353,112.576195,31.17369
Cell3354,112.579264,31.154883
Cell3355,112.579735,30.71504
Cell3356,112.5807,31.203802
Cell3357,112.5862,32.149303
Cell3358,112.59002,30.168764
Cell3359,112.59478,30.703682
Cell3360,112.597176,29.969202
Cell3361,112.59782,31.1769
Cell3362,112.597885,31.17248
Cell3363,112.603455,31.1724
Cell3364,112.60359,31.421099
Cell3365,112.6078,32.073593
Cell3366,112.608574,32.280376
Cell3367,112.60883,31.100721
Cell3368,112.61399,30.806091
Cell3369,112.62893,31.20319
Cell3370,112.631645,31.199448
Cell3371,112.67272,30.763744
Cell3372,112.67983,30.900902
Cell3373,112.68879,29.65037
Cell3374,112.707535,29.976265
Cell3375,112.71441,30.585093
Cell3376,112.72385,32.128826
Cell3377,112.731476,30.998123
Cell3378,112.74036,31.13371
Cell3379,112.7404,31.133722
Cell3380,112.75088,32.135067
Cell3381,112.75093,32.13505
Cell3382,112.751495,32.070023
Cell3383,112.75381,32.10683
Cell3384,112.75516,32.28306
Cell3385,112.75675,32.153606
Cell3386,112.76041,32.099953
Cell3387,112.763664,30.83947
Cell3388,112.76367,30.839472
Cell3389,112.76678,32.090878
Cell3390,112.766884,32.137077
Cell3391,112.76747,31.997007
Cell3392,112.77071,32.14667
Cell3393,112.77265,32.11456
Cell3394,112.77425,31.98101
Cell3395,112.77548,32.122578
Cell3396,112.78355,32.106087
Cell3397,111.985535,30.223507
Cell3398,111.98563,30.567883
Cell3399,111.991066,31.681513
Cell3400,112.012985,32.103645
Cell3401,112.01834,30.607792
Cell3402,112.01897,32.09271
Cell3403,112.02082,30.68847
Cell3404,112.063484,31.695663
Cell3405,112.07515,30.590103
Cell3406,112.08815,29.853502
Cell3407,112.08926,30.991034
Cell3408,112.1169,32.170433
Cell3409,112.11809,32.153168
Cell3410,112.12036,30.22107
Cell3411,112.120804,31.717371
Cell3412,112.12925,32.15721
Cell3413,112.13254,32.32515
Cell3414,112.13381,30.460356
Cell3415,112.14284,32.163174
Cell3416,112.14976,32.17113
Cell3417,112.14982,32.17114
Cell3418,112.159515,31.975307
Cell3419,112.16235,30.478273
Cell3420,112.16834,31.615513
Cell3421,112.17235,31.637632
Cell3422,112.18141,31.966803
Cell3423,112.181656,30.878279
Cell3424,112.1821,30.544579
Cell3425,112.18463,30.671238
Cell3426,112.18955,30.778915
Cell3427,112.192795,30.105728
Cell3428,112.19394,31.869877
Cell3429,112.19421,30.094683
Cell3430,112.199104,30.066433
Cell3431,112.19922,30.066475
Cell3432,112.21036,31.804008
Cell3433,112.21782,30.0706
Cell3434,112.22086,30.054384
Cell3435,112.23386,31.788086
Cell3436,112.233925,31.492397
Cell3437,112.23402,31.675697
Cell3438,112.23719,29.737202
Cell3439,112.24749,30.283283
Cell3440,112.248085,31.488329
Cell3441,112.255714,31.674438
Cell3442,112.260635,31.71953
Cell3443,112.2625,30.452465
Cell3444,112.26706,31.696281
Cell3445,112.27156,30.047108
Cell3446,112.27938,32.151016
Cell3447,112.28586,31.054495
Cell3448,112.296486,31.735874
Cell3449,112.30523,29.971392
Cell3450,112.32341,30.092903
Cell3451,112.32442,30.246094
Cell3452,112.327045,29.955935
Cell3453,112.333046,32.259663
Cell3454,112.335526,31.488054
Cell3455,112.33556,31.48803
Cell3456,112.3397,32.14529
Cell3457,112.3485,32.00286
Cell3458,112.35179,32.314472
Cell3459,112.35247,31.08902
Cell3460,112.352486,31.089016
Cell3461,112.37818,30.35511
Cell3462,112.39072,30.07758
Cell3463,112.390945,30.08776
Cell3464,112.39733,30.356544
Cell3465,112.40339,29.714762
Cell3466,112.4043,30.084806
Cell3467,112.404305,30.084774
Cell3468,112.406746,30.033527
Cell3469,112.40894,29.716463
Cell3470,112.40964,30.246908
Cell3471,112.41461,30.054047
Cell3472,112.419914,29.647923
Cell3473,112.420586,29.892801
Cell3474,112.42608,29.64163
Cell3475,112.429794,30.03462
Cell3476,112.433642,29.732173
Cell3477,112.4366,32.292095
Cell3478,112.4381,30.084946
Cell3479,112.43932,29.669806
Cell3480,112.4462,31.376022
Cell3481,112.456955,30.389261
Cell3482,112.48084,31.466814
Cell3483,112.48831,29.760271
Cell3484,112.49684,31.759415
Cell3485,112.50721,31.754246
Cell3486,112.5226,29.974583
Cell3487,112.52597,30.090172
Cell3488,112.526,30.106388
Cell3489,112.53245,30.687899
Cell3490,112.53252,30.687922
Cell3491,112.53317,29.812044
Cell3492,112.54011,30.697062
Cell3493,112.54851,32.070244
Cell3494,112.56222,31.151209
Cell3495,112.56411,31.284294
Cell3496,112.567986,31.18331
Cell3497,112.57006,31.165567
Cell3498,112.57354,30.65883
Cell3499,112.57618,31.179064
Cell3500,112.57872,31.220451
Cell3501,112.578735,30.699371
Cell3502,112.58271,31.226885
Cell3503,112.58894,30.704866
Cell3504,112.589806,31.177176
Cell3505,112.5905,32.07277
Cell3506,112.59283,31.172033
Cell3507,112.593094,30.90652
Cell3508,112.597176,29.969183
Cell3509,112.59949,31.121346
Cell3510,112.5997,31.045956
Cell3511,112.61145,30.973896
Cell3512,112.614136,29.663939
Cell3513,112.61642,31.194458
Cell3514,112.619415,31.111607
Cell3515,112.621348,31.202324
Cell3516,112.631645,31.199451
Cell3517,112.6372,31.28997
Cell3518,112.641365,29.93853
Cell3519,112.64983,31.964987
Cell3520,112.65085,29.782167
Cell3521,112.66325,32.31271
Cell3522,112.665215,30.866695
Cell3523,112.66825,31.44542
Cell3524,112.67524,31.732594
Cell3525,112.69451,32.330395
Cell3526,112.702705,29.833271
Cell3527,112.71057,29.838032
Cell3528,112.712105,29.976963
Cell3529,112.71213,29.976954
Cell3530,112.71813,32.115376
Cell3531,112.72661,30.400557
Cell3532,112.732124,32.107918
Cell3533,114.0398,30.502302
Cell3534,114.04071,30.566833
Cell3535,114.04369,30.573355
Cell3536,114.04397,30.473007
Cell3537,114.04699,30.500158
Cell3538,114.04912,30.323326
Cell3539,114.05213,30.321886
Cell3540,114.054924,30.6297
Cell3541,114.05712,30.319317
Cell3542,114.06084,30.616735
Cell3543,114.06108,30.342747
Cell3544,114.06636,30.415186
Cell3545,114.06956,30.760996
Cell3546,114.07292,30.501757
Cell3547,114.07371,30.449005
Cell3548,114.07664,30.468382
Cell3549,114.07665,30.46839
Cell3550,114.077034,30.617664
Cell3551,114.0781,30.386902
Cell3552,114.08008,30.629745
Cell3553,114.08029,30.510132
Cell3554,114.081314,30.44976
Cell3555,114.082054,30.423208
Cell3556,114.08749,30.707796
Cell3557,114.088,30.598104
Cell3558,114.089066,30.614117
