p,x,y,j,c
460-00-438330-4,114.27827,30.58354,C12,1
460-00-440298-1,114.257797,30.581022,C12,1
460-00-303124-130,114.29079,30.58388,C12,1
460-00-185192-71,114.26193,30.591702,C12,1
460-00-439286-1,114.31271,30.617237,C12,1
460-00-439795-3,114.30944,30.61251,C12,1
460-00-307786-129,114.14881,30.503084,C12,1
460-00-185029-73,114.252401,30.621801,C12,1
460-00-185775-64,114.246765,30.646601,C12,1
460-00-584287-137,114.25318,30.58137,C12,1
460-00-303335-129,114.27636,30.57024,C12,1
460-00-442676-1,114.15286,30.491146,C12,1
460-00-442505-14,114.25681,30.58174,C12,1
460-00-438523-2,114.19918,30.56658,C12,1
460-00-439157-1,114.269755,30.542928,C12,1
460-00-439829-1,114.26101,30.56341,C12,1
460-00-304003-130,114.19156,30.51853,C12,1
460-00-439512-1,114.15075,30.52181,C12,1
460-00-440298-2,114.25868,30.58028,C12,1
460-00-303651-131,114.31103,30.650227,C12,1
460-00-710013-213,114.250101,30.62035,C12,1
460-00-584091-130,114.27221,30.56861,C12,1
460-00-304221-138,114.36708,30.69471,C12,1
460-00-439862-3,114.254791,30.605571,C12,1
460-00-435109-2,114.26621,30.64263,C12,1
460-00-438362-2,114.15349,30.523952,C12,1
460-00-438298-2,114.25777,30.55281,C12,1
460-00-438470-2,114.26686,30.59635,C12,1
460-00-440192-2,114.33996,30.66697,C12,1
460-00-438881-1,114.20142,30.56898,C12,1
460-00-304081-133,114.201486,30.506388,C12,1
460-00-439494-2,114.260627,30.540538,C12,1
460-00-438695-3,114.19447,30.576225,C12,1
460-00-438996-3,114.286041,30.612881,C12,1
460-00-439729-2,114.278101,30.585854,C12,1
460-00-304845-131,114.241706,30.57672,C12,1
460-00-584031-137,114.15487,30.51889,C12,1
460-00-439089-3,114.18466,30.46041,C12,1
460-00-583739-129,114.276895,30.566841,C12,1
460-00-439467-2,114.190254,30.472939,C12,1
460-00-185003-66,114.21385,30.56853,C12,1
460-00-184945-64,114.26841,30.57369,C12,1
460-00-439690-3,114.24941,30.580748,C12,1
460-00-439546-3,114.06549,30.45069,C12,1
460-00-303399-131,114.27189,30.57184,C12,1
460-00-439602-2,114.15636,30.48849,C12,1
460-00-304370-130,114.09517,30.46612,C12,1
460-00-710010-193,114.32361,30.60281,C12,1
460-00-184992-64,114.26531,30.549341,C12,1
460-00-439215-3,114.26512,30.54111,C12,1
460-00-439618-10,114.13584,30.616955,C12,1
460-00-184956-64,114.283615,30.579405,C12,1
460-00-185570-64,114.27235,30.583645,C12,1
460-00-439361-9,114.32196,30.63021,C12,1
460-00-584646-128,114.26166,30.612846,C12,1
460-00-438521-1,114.24243,30.54841,C12,1
460-00-438288-1,114.24965,30.55375,C12,1
460-00-564608-64,114.122826,30.470854,C12,1
460-00-308394-130,114.27965,30.60725,C12,1
460-00-439797-1,114.23314,30.58336,C12,1
460-00-36238-192,114.28053,30.58687,C12,1
460-00-186152-66,114.11367,30.458042,C12,1
460-00-439875-3,114.29463,30.58426,C12,1
460-00-438477-3,114.32264,30.63471,C12,1
460-00-308260-129,114.29508,30.60128,C12,1
460-00-185987-65,114.275301,30.577206,C12,1
460-00-439097-2,114.15129,30.49474,C12,1
460-00-443381-3,114.27522,30.64511,C12,1
460-00-184956-65,114.283615,30.579407,C12,1
460-00-438310-2,114.268333,30.576944,C12,1
460-00-186955-64,114.23748,30.653376,C12,1
460-00-443377-3,114.311806,30.614796,C12,1
460-00-435014-8,114.27143,30.57144,C12,1
460-00-34844-194,114.255516,30.624344,C12,1
460-00-303503-129,114.28758,30.57356,C12,1
460-00-185176-64,114.316246,30.622412,C12,1
460-00-439810-1,114.26565,30.62273,C12,1
460-00-442781-20,114.26929,30.58536,C12,1
460-00-438399-2,114.18461,30.58573,C12,1
460-00-36042-192,114.33561,30.71702,C12,1
460-00-439441-3,114.10933,30.55282,C12,1
460-00-439896-6,114.31725,30.70693,C12,1
460-00-34971-193,114.187096,30.596653,C12,1
460-00-186144-64,114.275856,30.574892,C12,1
460-00-439631-3,114.20226,30.50495,C12,1
460-00-438310-1,114.268333,30.576944,C12,1
460-00-435482-3,114.26026,30.63111,C12,1
460-00-710013-202,114.250101,30.62035,C12,1
460-00-439839-3,114.26062,30.58301,C12,1
460-00-438457-3,114.27639,30.60389,C12,1
460-00-185654-65,114.23441,30.62829,C12,1
460-00-443338-4,114.147934,30.58203,C12,1
460-00-184997-65,114.260635,30.583038,C12,1
460-00-184913-66,114.275246,30.578886,C12,1
460-00-439310-3,114.24723,30.611358,C12,1
460-00-303130-139,114.27787,30.584475,C12,1
460-00-443408-2,114.18766,30.51331,C12,1
460-00-439884-2,114.32967,30.661101,C12,1
460-00-439774-1,114.30215,30.60263,C12,1
460-00-305775-135,114.157501,30.52169,C12,1
460-00-439830-1,114.25063,30.590195,C12,1
460-00-186803-64,114.11675,30.65284,C12,1
460-00-439372-2,114.27012,30.58918,C12,1
460-00-304081-132,114.201486,30.506388,C12,1
460-00-584164-129,114.26256,30.587132,C12,1
460-00-303104-131,114.23252,30.65261,C12,1
460-00-438293-1,114.20554,30.56791,C12,1
460-00-185510-65,114.26667,30.58057,C12,1
460-00-438521-3,114.24243,30.54841,C12,1
460-00-443364-4,114.261374,30.551633,C12,1
460-00-584438-128,114.252815,30.621895,C12,1
460-00-442781-10,114.26929,30.58536,C12,1
460-00-439792-13,114.28289,30.58325,C12,1
460-00-439552-3,114.14742,30.62111,C12,1
460-00-584414-135,114.17614,30.49529,C12,1
460-00-440148-2,114.330277,30.595277,C12,1
460-00-443411-3,114.20824,30.571707,C12,1
460-00-435105-1,114.23818,30.62721,C12,1
460-00-303728-132,114.267811,30.539096,C12,1
460-00-438312-1,114.20712,30.56881,C12,1
460-00-584408-131,114.287482,30.592145,C12,1
460-00-439537-1,114.26054,30.54571,C12,1
460-00-438399-1,114.18461,30.58573,C12,1
460-00-584034-136,114.15797,30.51296,C12,1
460-00-584346-134,114.17949,30.59602,C12,1
460-00-439875-1,114.29463,30.58426,C12,1
460-00-185570-66,114.27242,30.583714,C12,1
460-00-438321-2,114.27517,30.582718,C12,1
460-00-305719-130,114.261601,30.569021,C12,1
460-00-303106-129,114.23252,30.65261,C12,1
460-00-438422-3,114.25976,30.58497,C12,1
460-00-35770-193,114.210765,30.604309,C12,1
460-00-440138-12,114.286095,30.58012,C12,1
460-00-584287-135,114.253601,30.58104,C12,1
460-00-710013-200,114.25011,30.62035,C12,1
460-00-439512-2,114.15075,30.52181,C12,1
460-00-304771-130,114.268166,30.56846,C12,1
460-00-584586-132,114.26269,30.59482,C12,1
460-00-439137-3,114.26788,30.54274,C12,1
460-00-584031-136,114.15453,30.51794,C12,1
460-00-584586-130,114.26525,30.59526,C12,1
460-00-304670-130,114.10813,30.550798,C12,1
460-00-439119-1,114.26287,30.58365,C12,1
460-00-35755-192,114.27137,30.56518,C12,1
460-00-564520-64,114.27001,30.58036,C12,1
460-00-435543-6,114.286821,30.58987,C12,1
460-00-583823-134,114.21527,30.656662,C12,1
460-00-184907-71,114.241714,30.58087,C12,1
460-00-434347-3,114.14547,30.483006,C12,1
460-00-584171-129,114.25088,30.57965,C12,1
460-00-304038-133,114.226522,30.589132,C12,1
460-00-438419-3,114.245593,30.587322,C12,1
460-00-713045-196,114.24909,30.62171,C12,1
460-00-185559-66,114.26665,30.572195,C12,1
460-00-438943-2,114.24222,30.61028,C12,1
460-00-184956-66,114.283615,30.579401,C12,1
460-00-439475-3,114.21743,30.485516,C12,1
460-00-443417-1,114.217224,30.566479,C12,1
460-00-442781-1,114.26929,30.58536,C12,1
460-00-186830-64,114.144585,30.634301,C12,1
460-00-186237-67,114.120997,30.647015,C12,1
460-00-303285-149,114.261562,30.571107,C12,1
460-00-438378-1,114.14908,30.52581,C12,1
460-00-304107-140,114.282457,30.605549,C12,1
460-00-185363-66,114.30855,30.619768,C12,1
460-00-186199-66,114.32195,30.630196,C12,1
460-00-438295-3,114.30542,30.61549,C12,1
460-00-184899-66,114.30338,30.60715,C12,1
460-00-440191-1,114.270084,30.576459,C12,1
460-00-583823-137,114.21596,30.657358,C12,1
460-00-304926-129,114.15599,30.51926,C12,1
460-00-435880-4,114.24357,30.63345,C12,1
460-00-439832-1,114.27361,30.58583,C12,1
460-00-304771-133,114.268166,30.56846,C12,1
460-00-710010-196,114.32361,30.60281,C12,1
460-00-304782-130,114.20058,30.64243,C12,1
460-00-438952-1,114.21618,30.63731,C12,1
460-00-584346-135,114.17949,30.59602,C12,1
460-00-303875-131,114.236932,30.64311,C12,1
460-00-439305-2,114.28472,30.59361,C12,1
460-00-439091-3,114.208941,30.602591,C12,1
460-00-438362-3,114.15348,30.523952,C12,1
460-00-564738-66,114.110664,30.463608,C12,1
460-00-438320-2,114.29669,30.58898,C12,1
460-00-438477-1,114.32264,30.63471,C12,1
460-00-185204-64,114.28263,30.580975,C12,1
460-00-439344-2,114.26135,30.59592,C12,1
460-00-439814-3,114.28081,30.60219,C12,1
460-00-439873-2,114.28744,30.59348,C12,1
460-00-438525-3,114.11812,30.45928,C12,1
460-00-434443-2,114.34947,30.621262,C12,1
460-00-440157-1,114.30405,30.64369,C12,1
460-00-439896-1,114.31725,30.70693,C12,1
460-00-303497-139,114.161991,30.620044,C12,1
460-00-305571-128,114.26264,30.61325,C12,1
460-00-442674-1,114.19786,30.552101,C12,1
460-00-439875-19,114.29463,30.58426,C12,1
460-00-185301-66,114.25011,30.607101,C12,1
460-00-440138-11,114.28646,30.58015,C12,1
460-00-438846-1,114.31052,30.62847,C12,1
460-00-304401-130,114.28738,30.58275,C12,1
460-00-439875-17,114.29463,30.58426,C12,1
460-00-438467-3,114.27185,30.60279,C12,1
460-00-584164-128,114.26256,30.587132,C12,1
460-00-439119-2,114.26287,30.58365,C12,1
460-00-584287-131,114.256901,30.58071,C12,1
460-00-307784-133,114.21479,30.612198,C12,1
460-00-304845-130,114.241706,30.57672,C12,1
460-00-438416-3,114.27681,30.62065,C12,1
460-00-303250-131,114.29824,30.59391,C12,1
460-00-36232-193,114.294173,30.582054,C12,1
460-00-185988-65,114.271194,30.580994,C12,1
460-00-435545-3,114.19761,30.59319,C12,1
460-00-439240-2,114.26755,30.64103,C12,1
460-00-304518-129,114.265926,30.607495,C12,1
460-00-438317-17,114.27861,30.58064,C12,1
460-00-185296-65,114.31388,30.617239,C12,1
460-00-440115-17,114.29281,30.58212,C12,1
460-00-439589-1,114.07498,30.45909,C12,1
460-00-438332-14,114.29611,30.58692,C12,1
460-00-438769-3,114.15761,30.49604,C12,1
460-00-438885-2,114.28897,30.58201,C12,1
460-00-303803-132,114.34048,30.71732,C12,1
460-00-710013-208,114.250101,30.62035,C12,1
460-00-34856-194,114.317604,30.706938,C12,1
460-00-439312-3,114.25096,30.60377,C12,1
460-00-186877-65,114.220345,30.657784,C12,1
460-00-439854-1,114.30634,30.616932,C12,1
460-00-36056-194,114.216041,30.567657,C12,1
460-00-442781-16,114.26929,30.58536,C12,1
460-00-439145-3,114.28642,30.57548,C12,1
460-00-36292-192,114.23543,30.523682,C12,1
460-00-185214-66,114.26888,30.547861,C12,1
460-00-583803-130,114.29917,30.60625,C12,1
460-00-439156-3,114.150824,30.486392,C12,1
460-00-439385-1,114.19121,30.56845,C12,1
460-00-583823-140,114.21596,30.657358,C12,1
460-00-438275-3,114.218028,30.581963,C12,1
460-00-439137-2,114.26788,30.54274,C12,1
460-00-438317-3,114.27861,30.58064,C12,1
460-00-439540-1,114.15734,30.49318,C12,1
460-00-303421-136,114.15344,30.51569,C12,1
460-00-438281-2,114.27611,30.58139,C12,1
460-00-439865-2,114.254068,30.602423,C12,1
460-00-185363-64,114.308525,30.619822,C12,1
460-00-438427-3,114.26017,30.60034,C12,1
460-00-305022-131,114.273304,30.669741,C12,1
460-00-303399-135,114.27189,30.57184,C12,1
460-00-303399-130,114.27189,30.57184,C12,1
460-00-37123-193,114.267951,30.568393,C12,1
460-00-439690-2,114.24947,30.580671,C12,1
460-00-439786-3,114.26077,30.62726,C12,1
460-00-439888-2,114.34864,30.62275,C12,1
460-00-435417-3,114.268394,30.53973,C12,1
460-00-439683-1,114.29159,30.579475,C12,1
460-00-439151-1,114.32085,30.63884,C12,1
460-00-438471-3,114.27687,30.566845,C12,1
460-00-440141-1,114.17427,30.52266,C12,1
460-00-438422-2,114.25976,30.58497,C12,1
460-00-304670-129,114.10813,30.550798,C12,1
460-00-185231-64,114.26646,30.550322,C12,1
460-00-185034-64,114.27262,30.577335,C12,1
460-00-185655-66,114.27033,30.57634,C12,1
460-00-436201-7,114.27432,30.57004,C12,1
460-00-185003-65,114.21385,30.56853,C12,1
460-00-303948-139,114.22009,30.620268,C12,1
460-00-438909-2,114.29363,30.58984,C12,1
460-00-185255-64,114.29797,30.606674,C12,1
460-00-184945-65,114.26844,30.573658,C12,1
460-00-442742-12,114.268902,30.585815,C12,1
460-00-184983-65,114.27228,30.57875,C12,1
460-00-439031-5,114.242239,30.532289,C12,1
460-00-187307-65,114.14744,30.621132,C12,1
460-00-440172-2,114.22788,30.55579,C12,1
460-00-186236-64,114.12092,30.64432,C12,1
460-00-185233-64,114.27296,30.58094,C12,1
460-00-438280-1,114.283023,30.579042,C12,1
460-00-442781-17,114.26929,30.58536,C12,1
460-00-307922-131,114.21919,30.557495,C12,1
460-00-185352-66,114.21176,30.56997,C12,1
460-00-185267-66,114.258484,30.59822,C12,1
460-00-440014-2,114.36227,30.69326,C12,1
460-00-304107-133,114.282457,30.605549,C12,1
460-00-304045-150,114.278925,30.607696,C12,1
460-00-583739-130,114.276895,30.566841,C12,1
460-00-438362-1,114.15349,30.523949,C12,1
460-00-439411-2,114.21405,30.53172,C12,1
460-00-439824-2,114.28389,30.58501,C12,1
460-00-438319-2,114.28278,30.58108,C12,1
460-00-185003-64,114.21385,30.56853,C12,1
460-00-439896-3,114.31725,30.70693,C12,1
460-00-305741-135,114.20378,30.572002,C12,1
460-00-440186-1,114.25415,30.53725,C12,1
460-00-185090-64,114.28649,30.58015,C12,1
460-00-439286-2,114.31219,30.617525,C12,1
460-00-440300-7,114.24283,30.65344,C12,1
460-00-584569-129,114.26717,30.54866,C12,1
460-00-438541-2,114.08758,30.46307,C12,1
460-00-185559-64,114.266655,30.572187,C12,1
460-00-308148-131,114.25379,30.584171,C12,1
460-00-36014-192,114.149046,30.494006,C12,1
460-00-438914-1,114.19035,30.61019,C12,1
460-00-438673-1,114.17931,30.60639,C12,1
460-00-440224-1,114.19197,30.510447,C12,1
460-00-185111-65,114.26337,30.60292,C12,1
460-00-440142-14,114.14626,30.50953,C12,1
460-00-304585-134,114.26993,30.59531,C12,1
460-00-34952-193,114.122795,30.65302,C12,1
460-00-185874-69,114.25188,30.623854,C12,1
460-00-308144-134,114.24077,30.58581,C12,1
460-00-439842-2,114.21333,30.58121,C12,1
460-00-439031-1,114.242239,30.532289,C12,1
460-00-440081-6,114.14777,30.578865,C12,1
460-00-442421-5,114.25588,30.58102,C12,1
460-00-440191-3,114.270084,30.576459,C12,1
460-00-584287-129,114.25317,30.58138,C12,1
460-00-584287-132,114.25314,30.58078,C12,1
460-00-439687-3,114.25597,30.61882,C12,1
460-00-442473-2,114.20672,30.64233,C12,1
460-00-305361-131,114.10149,30.468204,C12,1
460-00-438970-2,114.18085,30.61443,C12,1
460-00-584166-137,114.120918,30.662732,C12,1
460-00-308114-130,114.32815,30.64663,C12,1
460-00-438312-2,114.20712,30.56881,C12,1
460-00-439566-2,114.06888,30.46347,C12,1
460-00-439770-2,114.30532,30.61126,C12,1
460-00-440145-3,114.272341,30.598151,C12,1
460-00-440039-2,114.34936,30.71486,C12,1
460-00-308394-129,114.27965,30.60725,C12,1
460-00-438811-2,114.15061,30.49278,C12,1
460-00-184997-66,114.260506,30.582924,C12,1
460-00-442505-15,114.25681,30.58174,C12,1
460-00-440188-3,114.15161,30.47638,C12,1
460-00-184919-66,114.27366,30.585905,C12,1
460-00-304003-129,114.19156,30.51853,C12,1
460-00-185921-65,114.208046,30.556002,C12,1
460-00-439698-2,114.33362,30.59878,C12,1
460-00-442597-3,114.15551,30.60361,C12,1
460-00-305767-130,114.11238,30.470684,C12,1
460-00-438549-3,114.137634,30.640999,C12,1
460-00-439124-1,114.18526,30.578024,C12,1
460-00-438565-3,114.169601,30.46634,C12,1
460-00-185617-66,114.21593,30.557045,C12,1
460-00-439593-3,114.19044,30.52143,C12,1
460-00-304519-137,114.28287,30.58774,C12,1
460-00-434565-1,114.084435,30.420845,C12,1
460-00-439795-1,114.309444,30.61251,C12,1
460-00-442742-10,114.268902,30.585815,C12,1
460-00-185214-64,114.26889,30.547861,C12,1
460-00-439874-1,114.289741,30.591641,C12,1
460-00-438860-2,114.28667,30.59694,C12,1
460-00-307870-131,114.25074,30.53949,C12,1
460-00-438422-1,114.25976,30.58497,C12,1
460-00-304542-129,114.12936,30.48176,C12,1
460-00-187062-66,114.34048,30.71732,C12,1
460-00-303399-140,114.27189,30.57184,C12,1
460-00-307933-128,114.082054,30.423235,C12,1
460-00-439524-1,114.09321,30.45096,C12,1
460-00-564786-65,114.20164,30.56606,C12,1
460-00-439618-1,114.13591,30.61681,C12,1
460-00-442878-3,114.177823,30.51667,C12,1
460-00-186205-66,114.267044,30.597792,C12,1
460-00-439280-2,114.25818,30.610501,C12,1
460-00-438302-1,114.27221,30.583149,C12,1
460-00-439729-1,114.27811,30.585854,C12,1
460-00-307990-130,114.10278,30.45408,C12,1
460-00-584648-130,114.269745,30.586628,C12,1
460-00-36232-205,114.294173,30.582054,C12,1
460-00-36232-206,114.294173,30.582054,C12,1
460-00-187346-64,114.246501,30.572386,C12,1
460-00-439839-1,114.26062,30.58301,C12,1
460-00-442781-6,114.26929,30.58536,C12,1
460-00-439339-1,114.26507,30.58217,C12,1
460-00-440163-14,114.25007,30.61733,C12,1
460-00-185298-66,114.18845,30.53713,C12,1
460-00-584205-129,114.13074,30.47194,C12,1
460-00-185731-69,114.52093,30.719997,C13,1
460-00-308127-154,114.54519,30.71506,C13,1
460-00-308127-146,114.54531,30.71522,C13,1
460-00-307724-129,114.52037,30.71746,C13,1
460-00-307724-130,114.52037,30.71746,C13,1
460-00-308127-142,114.54519,30.71506,C13,1
460-00-307724-133,114.52037,30.71746,C13,1
460-00-584533-132,114.53826,30.71322,C13,1
460-00-185704-66,114.52377,30.714989,C13,1
460-00-308127-134,114.54445,30.71501,C13,1
460-00-307724-131,114.52037,30.71746,C13,1
460-00-308127-150,114.54519,30.71506,C13,1
460-00-308127-151,114.54531,30.71522,C13,1
460-00-185705-65,114.51959,30.714754,C13,1
460-00-307716-130,114.51774,30.71594,C13,1
460-00-307722-135,114.51809,30.71246,C13,1
460-00-308127-143,114.54531,30.71522,C13,1
460-00-584533-133,114.53811,30.71411,C13,1
460-00-185737-66,114.52609,30.712341,C13,1
460-00-307918-131,114.021905,30.534344,C14,1
460-00-438411-6,114.02271,30.53603,C14,1
460-00-36350-192,114.022973,30.536009,C14,1
460-00-186719-65,114.02447,30.538435,C14,1
460-00-307918-132,114.021905,30.534344,C14,1
460-00-36350-193,114.022973,30.536009,C14,1
460-00-307917-130,114.022327,30.535068,C14,1
460-00-186792-64,114.15968,30.68143,C15,1
460-00-186792-65,114.15968,30.68143,C15,1
460-00-304902-132,114.17109,30.68455,C15,1
460-00-304902-134,114.17075,30.684446,C15,1
460-00-304902-136,114.171101,30.684507,C15,1
460-00-37162-193,114.15027,30.68809,C15,1
460-00-304247-133,114.15029,30.688141,C15,1
460-00-304902-129,114.17109,30.68455,C15,1
460-00-187031-65,114.35824,30.889166,C16,1
460-00-434576-2,114.36991,30.88207,C16,1
460-00-307313-129,114.37384,30.89066,C16,1
460-00-438648-3,114.37001,30.88481,C16,1
460-00-187031-66,114.35824,30.889149,C16,1
460-00-187031-64,114.35827,30.889164,C16,1
460-00-303733-140,114.35833,30.889246,C16,1
460-00-34871-194,114.36801,30.87834,C16,1
460-00-303733-129,114.358601,30.889668,C16,1
460-00-438648-8,114.37006,30.884867,C16,1
460-00-434576-8,114.36991,30.88207,C16,1
460-00-442520-2,114.241066,30.713314,C17,1
460-00-434568-2,114.24709,30.71478,C17,1
460-00-36124-193,114.251019,30.714147,C17,1
460-00-303414-133,114.25545,30.71299,C17,1
460-00-308132-146,114.23124,30.728501,C17,1
460-00-187078-66,114.25421,30.71253,C17,1
460-00-36124-192,114.251019,30.714147,C17,1
460-00-439901-1,114.25083,30.71417,C17,1
460-00-438711-3,114.23167,30.71778,C17,1
460-00-305017-131,114.247412,30.71463,C17,1
460-00-304277-131,114.22595,30.72281,C17,1
460-00-438711-1,114.23167,30.71778,C17,1
460-00-442520-1,114.241066,30.713316,C17,1
460-00-439901-2,114.25083,30.71417,C17,1
460-00-187078-64,114.25421,30.71252,C17,1
460-00-439901-3,114.25083,30.71417,C17,1
460-00-439934-3,114.25426,30.71252,C17,1
460-00-434568-1,114.24703,30.714886,C17,1
460-00-584504-146,114.23752,30.73876,C17,1
460-00-437755-18,114.40987,30.73595,C18,1
460-00-437755-6,114.40987,30.73595,C18,1
460-00-38600-194,114.410902,30.73589,C18,1
460-00-36335-192,114.40886,30.733965,C18,1
460-00-437755-5,114.40987,30.73595,C18,1
460-00-305744-131,114.41347,30.73442,C18,1
460-00-36335-201,114.40886,30.733965,C18,1
460-00-36335-202,114.40886,30.733965,C18,1
460-00-437755-3,114.40987,30.73595,C18,1
460-00-305744-147,114.41347,30.73442,C18,1
460-00-305743-130,114.41373,30.73741,C18,1
460-00-305743-143,114.41373,30.73741,C18,1
460-00-36335-193,114.408875,30.733978,C18,1
460-00-36335-204,114.40886,30.733965,C18,1
460-00-437755-4,114.40987,30.73595,C18,1
460-00-305744-143,114.41347,30.73442,C18,1
460-00-437755-2,114.40987,30.73595,C18,1
460-00-305743-131,114.41373,30.73741,C18,1
460-00-437755-1,114.40987,30.73595,C18,1
460-00-187161-64,114.412636,30.728376,C18,1
460-00-439515-1,114.01276,30.56936,C19,1
460-00-187234-69,114.03592,30.578392,C19,1
460-00-438618-1,114.03353,30.57555,C19,1
460-00-438618-3,114.03353,30.57555,C19,1
460-00-438819-1,114.02489,30.56921,C19,1
460-00-438734-3,114.01979,30.58212,C19,1
460-00-438556-2,114.02831,30.58645,C19,1
460-00-439587-1,114.01122,30.57369,C19,1
460-00-434860-2,114.01796,30.58752,C19,1
460-00-438729-3,114.01387,30.58487,C19,1
460-00-304309-129,114.00803,30.58506,C19,1
460-00-438729-2,114.01387,30.58487,C19,1
460-00-436169-2,114.02779,30.57587,C19,1
460-00-436169-1,114.02779,30.57587,C19,1
460-00-438734-2,114.01979,30.58212,C19,1
460-00-442664-2,114.03256,30.58459,C19,1
460-00-439587-2,114.01122,30.57369,C19,1
460-00-438570-2,114.01422,30.57948,C19,1
460-00-439587-3,114.01122,30.57369,C19,1
460-00-438570-3,114.01422,30.57948,C19,1
460-00-438729-1,114.01387,30.58487,C19,1
460-00-438618-2,114.03353,30.57555,C19,1
460-00-438570-1,114.01422,30.57948,C19,1
460-00-304622-129,114.017301,30.57967,C19,1
460-00-438569-3,114.02608,30.58245,C19,1
460-00-561571-66,112.159491,30.337584,C2,1
460-00-691858-192,112.13829,30.329754,C2,1
460-00-120076-66,112.14852,30.33368,C2,1
460-00-120076-64,112.148605,30.333696,C2,1
460-00-691858-193,112.13829,30.329754,C2,1
460-00-561504-64,112.146012,30.328036,C2,1
460-00-561504-66,112.146012,30.328036,C2,1
460-00-561511-65,112.153757,30.33742,C2,1
460-00-561511-66,112.153757,30.33742,C2,1
460-00-910116-148,112.17231,32.08166,C20,1
460-00-189321-65,112.145164,32.023758,C20,1
460-00-455306-6,112.14971,32.06161,C20,1
460-00-455194-3,112.12242,32.079018,C20,1
460-00-454860-1,112.15957,32.021107,C20,1
460-00-581335-130,112.151665,32.025112,C20,1
460-00-910553-129,112.13502,32.04816,C20,1
460-00-455518-4,112.13349,32.05202,C20,1
460-00-568272-70,112.14148,32.03606,C20,1
460-00-456060-10,112.134084,32.012338,C20,1
460-00-454772-2,112.147575,32.009155,C20,1
460-00-455326-1,112.12606,32.075066,C20,1
460-00-568314-66,112.147801,32.020501,C20,1
460-00-909383-130,112.15921,32.09759,C20,1
460-00-455064-3,112.15031,32.06339,C20,1
460-00-910024-133,112.12475,32.06284,C20,1
460-00-580937-131,112.13376,32.04525,C20,1
460-00-996896-3,112.13106,32.092216,C20,1
460-00-568270-68,112.14287,32.03493,C20,1
460-00-581037-129,112.13975,32.03888,C20,1
460-00-568128-75,112.10742,32.04727,C20,1
460-00-189051-66,112.148422,32.044151,C20,1
460-00-997030-3,112.17322,32.08482,C20,1
460-00-568270-69,112.14287,32.03493,C20,1
460-00-568269-69,112.143161,32.034993,C20,1
460-00-909435-129,112.12381,32.01415,C20,1
460-00-909454-132,112.128136,32.066032,C20,1
460-00-189670-66,112.110802,32.05098,C20,1
460-00-189051-68,112.148422,32.044151,C20,1
460-00-188944-69,112.161001,32.09084,C20,1
460-00-189123-66,112.130577,32.079884,C20,1
460-00-456060-7,112.134084,32.012338,C20,1
460-00-32772-193,112.12851,32.07113,C20,1
460-00-189123-67,112.130577,32.079884,C20,1
460-00-909435-130,112.12381,32.01415,C20,1
460-00-454762-1,112.14456,32.055855,C20,1
460-00-454745-5,112.141846,32.07093,C20,1
460-00-455306-3,112.14971,32.06161,C20,1
460-00-640533-3,112.127522,32.064964,C20,1
460-00-300012-131,112.158964,32.028561,C20,1
460-00-455194-2,112.12229,32.079301,C20,1
460-00-189681-67,112.129074,32.06049,C20,1
460-00-300152-137,112.142053,32.063692,C20,1
460-00-581131-129,112.13251,32.035201,C20,1
460-00-189141-66,112.149155,32.051575,C20,1
460-00-909442-129,112.14975,32.067234,C20,1
460-00-909454-135,112.128136,32.066032,C20,1
460-00-456125-2,112.141489,32.062605,C20,1
460-00-456060-1,112.134084,32.012338,C20,1
460-00-909379-131,112.14364,32.02276,C20,1
460-00-568294-65,112.14374,32.06289,C20,1
460-00-189323-65,112.14748,32.061733,C20,1
460-00-568294-67,112.14374,32.06289,C20,1
460-00-909379-130,112.14364,32.02276,C20,1
460-00-455013-17,112.133722,32.044728,C20,1
460-00-189427-67,112.128799,32.06311,C20,1
460-00-455013-14,112.133722,32.044728,C20,1
460-00-910116-145,112.17522,32.078501,C20,1
460-00-567855-71,112.13294,32.04177,C20,1
460-00-581131-132,112.13251,32.035297,C20,1
460-00-299963-133,112.130285,32.039919,C20,1
460-00-455472-3,112.137801,32.052555,C20,1
460-00-454928-2,112.16551,32.09142,C20,1
460-00-189670-65,112.110802,32.05098,C20,1
460-00-568341-70,112.15844,32.04741,C20,1
460-00-189120-71,112.148277,32.058746,C20,1
460-00-189323-66,112.14754,32.061577,C20,1
460-00-567904-71,112.16276,32.088303,C20,1
460-00-568270-66,112.14287,32.03493,C20,1
460-00-581366-133,112.12433,32.09582,C20,1
460-00-910023-129,112.12481,32.063522,C20,1
460-00-567825-69,112.13524,32.067497,C20,1
460-00-189677-67,112.118581,32.095869,C20,1
460-00-910079-138,112.149411,32.048791,C20,1
460-00-568119-68,112.133194,32.102886,C20,1
460-00-456060-8,112.134084,32.012338,C20,1
460-00-568029-71,112.117472,32.042981,C20,1
460-00-189187-70,112.13909,32.01624,C20,1
460-00-300152-136,112.142053,32.063692,C20,1
460-00-189443-67,112.17044,32.093456,C20,1
460-00-189670-67,112.110802,32.05098,C20,1
460-00-568224-67,112.118515,32.07936,C20,1
460-00-456047-1,112.149866,32.044828,C20,1
460-00-189108-71,112.117279,32.086575,C20,1
460-00-454965-1,112.139084,32.014614,C20,1
460-00-454867-6,112.17032,32.09331,C20,1
460-00-189254-65,112.170052,32.088867,C20,1
460-00-568270-70,112.14287,32.03493,C20,1
